doc_id,content_type,source_language,target_language,client,brand,tone,source_segment,mt_segment,pe_segment,translation_direction
en_pt-br_#CLIENT-02#_default_2021-01-10-10,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Click Sign In at the top of the screen.,Clique em Fazer login na parte superior da tela.,"Clique em Login, na parte superior da tela.",agent
en_pt-br_#CLIENT-02#_default_2021-01-10-10,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,3,3,3,agent
en_pt-br_#CLIENT-02#_default_2021-01-10-10,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Sign in to your account using your #PRS_ORG# credentials.,Faça login na sua conta usando as suas credenciais do #PRS_ORG#.,Faça login em sua conta com suas credenciais do #PRS_ORG#.,agent
en_pt-br_#CLIENT-02#_default_2021-01-10-10,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,4,4,4,agent
en_pt-br_#CLIENT-02#_default_2021-01-10-10,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Click My Account at the top of the screen.,"Clique em ""Minha conta"" na parte superior da tela.","Clique em Minha Conta, na parte superior da tela.",agent
en_pt-br_#CLIENT-02#_default_2021-01-10-10,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,5,5,5,agent
en_pt-br_#CLIENT-02#_default_2021-01-10-10,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Click Account Settings.,Clique em Configurações da Conta.,Clique em Configurações da Conta.,agent
en_pt-br_#CLIENT-02#_default_2021-01-10-10,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,6,6,6,agent
en_pt-br_#CLIENT-02#_default_2021-01-10-10,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Sign-In Options,Opções de Entrada,Opções de Login,agent
en_pt-br_#CLIENT-02#_default_2021-01-10-10,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,7,7,7,agent
en_pt-br_#CLIENT-02#_default_2021-01-10-10,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Look for the Sign-in option you want to link and link it.,Procure o opção de login que você deseja vincular e vinculá-lo.,Procure o opção de login que você deseja vincular e vincule-a.,agent
en_pt-br_#CLIENT-02#_default_2021-01-10-11,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Comprei o e-book #PRS_ORG# no site da #PRS_ORG# que reconhece o pagamento em 28/12/20 mas esse não foi disponibilizado na minha conta da #PRS_ORG#,I bought the e-book #PRS_ORG# on the site of #PRS_ORG# that recognizes the payment on 28/12/20 but this was not made available in my account #PRS_ORG#,"I bought the e-book #PRS_ORG# on the #PRS_ORG# site that recognizes the payment on 12/28/20, but it was not made available in my account #PRS_ORG#",customer
en_pt-br_#CLIENT-02#_default_2021-01-10-11,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,#EMAIL#,#EMAIL#,#EMAIL#,customer
en_pt-br_#CLIENT-02#_default_2021-01-10-11,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,A compra foi feita dia 28/12.,The purchase was made day 28/12.,The purchase was made on 12/28.,customer
en_pt-br_#CLIENT-02#_default_2021-01-10-11,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"Antes disso, o último livro que comprei foi O Reacionário de #NAME#","Before that, the last book I bought was The Reactionary of #NAME#","Before that, the last book I bought was ""O Reacionário de #NAME#""",customer
en_pt-br_#CLIENT-02#_default_2021-01-10-11,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"28/12/#NUMBER#, mas o livro não foi adicionado a minha biblioteca.","28/12/#NUMBER#, but the book was not added to my library.","12/28/#NUMBER#, but the book was not added to my library.",customer
en_pt-br_#CLIENT-02#_default_2021-01-10-11,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Please allow me a moment.,"Por favor, me permita um momento.","Por favor, me permita um momento.",agent
en_pt-br_#CLIENT-02#_default_2021-01-10-11,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Can you please provide me with the eBook title.,Você pode me fornecer o título do e-book.,Você pode me fornecer o título do e-book?,agent
en_pt-br_#CLIENT-02#_default_2021-01-10-11,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Claro.,Of course.,Of course.,customer
en_pt-br_#CLIENT-02#_default_2021-01-10-11,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,#PRS_ORG#,#PRS_ORG#,#PRS_ORG#,customer
en_pt-br_#CLIENT-02#_default_2021-01-10-11,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Thank you.,Obrigado!,Obrigado.,agent
en_pt-br_#CLIENT-02#_default_2021-01-10-11,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,If I understand correctly you're unable to see this eBook in your account correct?,"Se eu entendo corretamente, você não consegue ver este e-book na sua conta, correto?","Se eu entendi corretamente, você não consegue ver este e-book na sua conta, correto?",agent
en_pt-br_#CLIENT-02#_default_2021-01-10-11,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Correto.,Correct.,Correct.,customer
en_pt-br_#CLIENT-02#_default_2021-01-10-11,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Can I please know on what device you want to open it?,Posso saber em qual dispositivo você deseja abri-lo?,Posso saber em qual dispositivo você deseja abri-lo?,agent
en_pt-br_#CLIENT-02#_default_2021-01-10-11,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"No meu reader ou no computador, não entendi a pergunta.","On my reader or computer, I didn't understand the question.","On my reader or computer, I didn't understand the question.",customer
en_pt-br_#CLIENT-02#_default_2021-01-10-11,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Would you be so kind as to share a screenshot/capture of the #PRS_ORG# for the missing eBook so we can look into it immediately and we can provide the right solution for you.,"Você teria a gentileza de compartilhar uma captura de tela/captura do #PRS_ORG# para o e-bookausente, para que possamos examiná-lo imediatamente e possamos fornecer a solução correta para você.","Você poderia por gentileza compartilhar uma captura de tela/captura do #PRS_ORG# para o e-book ausente, para que possamos examiná-lo imediatamente e possamos fornecer a solução correta para você?",agent
en_pt-br_#CLIENT-02#_default_2021-01-10-11,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"Sim, aguarde um pouco.","Yes, wait a while.","Yes, wait a while.",customer
en_pt-br_#CLIENT-02#_default_2021-01-10-11,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"Of course, thank you.","Claro, obrigado.","Claro, obrigado.",agent
en_pt-br_#CLIENT-02#_default_2021-01-10-11,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,I need to refresh this interaction every two minutes so it would be great if you could update me.,Preciso atualizar essa interação a cada dois minutos para que seja ótimo se você puder me atualizar.,"Preciso atualizar essa interação a cada dois minutos, então seria ótimo se você pudesse me atualizar.",agent
en_pt-br_#CLIENT-02#_default_2021-01-10-11,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"ok, já estou enviando anexo.","Ok, I'm already sending attachment.","Ok, I'm already sending the attachment.",customer
en_pt-br_#CLIENT-02#_default_2021-01-10-11,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"Splendid, thank you.","Excelente, obrigado.","Excelente, obrigado.",agent
en_pt-br_#CLIENT-02#_default_2021-01-10-11,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Visitor uploaded: #PHONENUMBER#.pdf,Visitor uploaded: #PHONENUMBER#.pdf,Visitor uploaded: #PHONENUMBER#.pdf,customer
en_pt-br_#CLIENT-02#_default_2021-01-10-11,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,URL: #URL#,Url: #URL#,URL: #URL#,customer
en_pt-br_#CLIENT-02#_default_2021-01-10-11,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Type: application/pdf,Type: Application/pdf,Type: application/pdf,customer
en_pt-br_#CLIENT-02#_default_2021-01-10-11,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Size: #NUMBER#,Size: #NUMBER#,Size: #NUMBER#,customer
en_pt-br_#CLIENT-02#_default_2021-01-10-11,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Thank you for your patience.,Obrigado pela sua paciência.,Obrigado pela sua paciência.,agent
en_pt-br_#CLIENT-02#_default_2021-01-10-11,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,I have successfully added the eBook to your account and you should now be able to see it.,Eu adicionei com sucesso o e-book à sua conta e você deve agora poder vê-lo.,Eu adicionei com sucesso o e-book à sua conta e você deve agora poder vê-lo.,agent
en_pt-br_#CLIENT-02#_default_2021-01-10-11,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"Obrigado, vou checar.","Thank you, I will check.","Thank you, I will check.",customer
en_pt-br_#CLIENT-02#_default_2021-01-10-11,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"Of course, thank you.","Claro, obrigado.","Claro, obrigado.",agent
en_pt-br_#CLIENT-02#_default_2021-01-10-11,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,I just need to refresh this interaction every two minutes so if you could let me know how's everything going that'd be great.,Eu só preciso atualizar essa interação a cada dois minutos para que você possa me avisar como tudo vai que seria ótimo.,"Eu só preciso atualizar essa interação a cada dois minutos então se você puder me informar como as coisas estão indo, isso seria ótimo.",agent
en_pt-br_#CLIENT-02#_default_2021-01-10-11,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Ok!,OK?,OK!,customer
en_pt-br_#CLIENT-02#_default_2021-01-10-11,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"Recebi, muito obrigado.","I received, thank you very much.","I received it, thank you very much.",customer
en_pt-br_#CLIENT-02#_default_2021-01-10-11,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Splendid!,Excelente!,Excelente!,agent
en_pt-br_#CLIENT-02#_default_2021-01-10-11,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,I'm glad I was able to help you solve this issue.,Estou feliz por poder ajudar você a resolver esse problema.,Estou feliz por poder ajudar você a resolver esse problema.,agent
